ein,org_name_display,org_addr_full,ntee_code_major_group,ntee_code_definition,geo_match_addr,geo_county,geo_lat,geo_lon
85-3523645,Beyond Now Foundation,"205 LOG POND CT, APEX, NC 27502-2484",Youth Development,Youth Development Programs,"205 Log Pond Ct, Apex, North Carolina, 27502",Wake County,35.7245291090945,-78.8538127950257
85-3535035,Neuse River Middle School Athletic Booster Club,"2700 OLD MILBURNIE RD, RALEIGH, NC 27604-9540",Education,Parent/Teacher Group,"2700 Old Milburnie Rd, Raleigh, North Carolina, 27604",Wake County,35.825724,-78.502014
85-3558352,Violet Love,"4513 OAKSHYRE WAY, RALEIGH, NC 27616-0701",Education,"Adult, Continuing Education","4513 Oakshyre Way, Raleigh, North Carolina, 27616",Wake County,35.8375085084828,-78.5645244768594
85-3591400,Church Of Mycelium,"550 DAWLEY DR, FUQUAY VARINA, NC 27526-4820",Religion-Related,Religion Related N.E.C.,"550 Dawley Dr, Fuquay Varina, North Carolina, 27526",Wake County,35.5862200919264,-78.8085966805929
85-3633916,Southeast Raleigh Magnet High School Alumni Association And Frie,"2600 ROCK QUARRY RD, RALEIGH, NC 27610-5102",Education,Alumni Associations,"2600 Rock Quarry Rd, Raleigh, North Carolina, 27610",Wake County,35.7473240062334,-78.6034879481502
85-3706356,An-Noor Quran Academy,"808 ATWATER ST, RALEIGH, NC 27607-5200",Education,"Elementary, Secondary Education, K - 12","808 Atwater St, Raleigh, North Carolina, 27607",Wake County,35.7897596852674,-78.6905329820239
85-3714608,Sword Coast Enterprises,"4716 REGALWOOD DR, RALEIGH, NC 27613-7039",Human Services,Centers to Support the Independence of Specific Populations,"4716 Regalwood Dr, Raleigh, North Carolina, 27613",Wake County,35.9523622228921,-78.7105992332508
85-3815800,One People Foundation,"6718 ROLLINGWOOD DR, RALEIGH, NC 27613-7554",Human Services,Human Service Organizations,"6718 Rollingwood Dr, Raleigh, North Carolina, 27613",Wake County,35.9711116439205,-78.6991313008254
85-3816186,Prayer & Empowerment Global Ministries,"8311 BRIER CRK PKWY, RALEIGH, NC 27617-7328",Religion-Related,Christianity,"8311 Brier Creek Pkwy, Raleigh, North Carolina, 27617",Wake County,35.907327,-78.783075
85-3827645,An Gorta Mor Memorial Pipes And Drums,"1328 THORNY VINE CT, WAKE FOREST, NC 27587-1641","Arts, Culture and Humanities","Music Groups, Bands, Ensembles","1328 Thorny Vine Ct, Wake Forest, North Carolina, 27587",Wake County,35.9350084995387,-78.5123295874257
85-3828753,Sporting North Carolina,"100 MEADOWCREST PL, HOLLY SPRINGS, NC 27540-6211",UNDEFINED,UNDEFINED,"100 Meadowcrest Pl, Holly Springs, North Carolina, 27540",Wake County,35.6658779114778,-78.7796534114778
85-3846655,Done In Love,"309 HASSELLWOOD DR, CARY, NC 27518-3012",Human Services,Human Service Organizations,"309 Hassellwood Dr, Cary, North Carolina, 27518",Wake County,35.722529119626,-78.8131737535632
85-3851242,Conetoe High School Alumni Association,"5431 ARBOR OAK LN, RALEIGH, NC 27616-6123",Education,Alumni Associations,"5431 Arbor Oak Ln, Raleigh, North Carolina, 27616",Wake County,35.850564,-78.555018487391
85-3857727,Redeemerchurch,"607 OLIVE ST, APEX, NC 27502-1934",Religion-Related,Christianity,"607 Olive St, Apex, North Carolina, 27502",Wake County,35.7268627810317,-78.845429881759
85-3875800,Sister To Sister Alliance,"964 HIGH HOUSE RD NUM 10, CARY, NC 27513-3574",Voluntary Health Associations and Medical Disciplines,Breast Cancer,"964 High House Rd, Cary, North Carolina, 27513",Wake County,35.7877609367819,-78.8276090274112
85-3901215,Missions Global,"9108 HUNTERS GREENE DR, ZEBULON, NC 27597-7309",Religion-Related,Christianity,"9108 Hunters Greene Dr, Zebulon, North Carolina, 27597",Wake County,35.8585704715219,-78.323514841797
85-3929313,Immigrant Resources Of Nc,"6413 ROCKREST CT, RALEIGH, NC 27612-6500",Human Services,"Ethnic, Immigrant Centers","6413 Rockrest Ct, Raleigh, North Carolina, 27612",Wake County,35.866705168215,-78.6670344733683
85-3954525,Holly Springs Interfaith Alliance,"313 HOLLY GRN LN, HOLLY SPRINGS, NC 27540-7001",Religion-Related,Alliance/Advocacy,"313 Holly Green Ln, Holly Springs, North Carolina, 27540",Wake County,35.6350928748054,-78.8652327064748
85-3955071,Sure Promise Christian Academy,"4301 PEARL RD, RALEIGH, NC 27610-6113",Education,"Primary, Elementary Schools","4301 Pearl Rd, Raleigh, North Carolina, 27610",Wake County,35.7234233436433,-78.560776754314
85-3979061,Bell Cook Family Foundation,"2105 COOK RDG CT, RALEIGH, NC 27615-2592",Human Services,Human Services N.E.C.,"2105 Cook Ridge Ct, Raleigh, North Carolina, 27615",Wake County,35.8970899173337,-78.6747082278534
85-3979193,Bell Schaefer Family Foundation,"4804 WESTGREEN CT, RALEIGH, NC 27612-3584",Human Services,Human Services N.E.C.,"4804 Westgreen Ct, Raleigh, North Carolina, 27612",Wake County,35.8289474535459,-78.722888107825
85-3989726,National Sales Network Raleigh Chapter,"9650 STRICKLAND RD STE 103 PMB 341, RALEIGH, NC 27615-1903",UNDEFINED,UNDEFINED,"9650 Strickland Rd, Ste 103, Raleigh, North Carolina, 27615",Wake County,35.9018872782608,-78.6565455006638
85-3999797,Sekwel,"102 STAGVILLE CT, CARY, NC 27519-9413",Human Services,Centers to Support the Independence of Specific Populations,"102 Stagville Ct, Cary, North Carolina, 27519",Wake County,35.7679618242832,-78.8525691534998
85-4023760,Seed-Harvest Church,"621 GLENVILLE LK DR, FUQUAY VARINA, NC 27526-3945",Religion-Related,Christianity,"621 Glenville Lake Dr, Fuquay Varina, North Carolina, 27526",Wake County,35.5726271723699,-78.7476536589242
85-4025954,Equality-Sustainability Research And Education Project,"2744 MILBURNIE RD, RALEIGH, NC 27610-1212","Philanthropy, Voluntarism and Grantmaking Foundations","Philanthropy, Charity, Voluntarism Promotion","2744 Milburnie Rd, Raleigh, North Carolina, 27610",Wake County,35.7870976677536,-78.5954517639506
85-4037118,Garner High School Alumni Association,"5940 CREPE MYRTLE CT, RALEIGH, NC 27609-4245",Education,Alumni Associations,"5940 Crepe Myrtle Ct, Raleigh, North Carolina, 27609",Wake County,35.8621453738818,-78.6525926749957
85-4060470,Survivors Outreach Ministries,"4030 WAKE FRST RD STE 349, RALEIGH, NC 27609-0010",Mental Health and Crisis Intervention,"Counseling, Support Groups","4030 Wake Forest Rd, #349, Raleigh, North Carolina, 27609",Wake County,35.8360969264241,-78.6140900488201
85-4073799,I Love Everyone Foundation,"4224 OPTIMIST FARM RD, APEX, NC 27539-9119",Health Care,Alliance/Advocacy Organizations,"4224 Optimist Farm Rd, Apex, North Carolina, 27539",Wake County,35.664858,-78.7748805
85-4078768,Choosing To Change You,"4801 HARGROVE RD, RALEIGH, NC 27616-1945",Crime and Legal-Related,Protection Against Abuse,"4801 Hargrove Rd, Raleigh, North Carolina, 27616",Wake County,35.8525983677363,-78.5923663007672
85-4086730,North Carolina Wildlife Federation,"1024 WASHINGTON ST, RALEIGH, NC 27605-1258",Environment,"Water Resource, Wetlands Conservation and Management","1024 Washington St, Raleigh, North Carolina, 27605",Wake County,35.7952412644702,-78.649528316406
85-4111071,Freedom For The Heart,"291 MARTINS ML CT, WENDELL, NC 27591-6765",Religion-Related,Christianity,"Martin St, Wendell, North Carolina, 27591",Wake County,35.792208,-78.410961962188
85-4179854,Triangle Tuluvere Chavadi,"1025 CHESSRIDGE WAY, MORRISVILLE, NC 27560-6011","Arts, Culture and Humanities",Community Celebrations,"1025 Chessridge Way, Morrisville, North Carolina, 27560",Wake County,35.8327689450631,-78.8521623892608
85-4204580,Under The Umbrella Thrift,"9308 SMART DRIVESUITE 1, RALEIGH, NC 27603-0000",Human Services,Thrift Shops,"9308 Smart Dr, Raleigh, North Carolina, 27603",Wake County,35.6399253902417,-78.7148563884241
85-4204998,Thrive Motherhood Of North Carolina,"8760 WILDWOOD LINKS, RALEIGH, NC 27613-5436",Community Improvement and Capacity Building,"Community, Neighborhood Development","8760 Wildwood Links, Raleigh, North Carolina, 27613",Wake County,35.906238,-78.6884929945183
85-4215251,First Stem Growth,"2664 TIMBER DR STE 167, GARNER, NC 27529-2571",Youth Development,Youth Development Programs,"2664 Timber Dr, Garner, North Carolina, 27529",Wake County,35.71605,-78.6367935
85-4225678,Stencora,"4708 WOODED RDG RD, RALEIGH, NC 27606-4354",Human Services,Human Service Organizations,"4708 Wooded Ridge Rd, Raleigh, North Carolina, 27606",Wake County,35.7217567419065,-78.7356544715506
85-4250508,New Hill Community Church,"1101 BRITTLEY WAY, APEX, NC 27502-2422",Religion-Related,Protestant,"1101 Brittley Way, Apex, North Carolina, 27502",Wake County,35.743574662762,-78.8515837178718
85-4256338,Carolina Dash Baseball Club,"5000 DAVISTON CT, FUQUAY VARINA, NC 27526-5582",Recreation and Sports,"Baseball, Softball","5000 Daviston Ct, Fuquay Varina, North Carolina, 27526",Wake County,35.6404090654972,-78.7491065074722
85-4299400,Five County Sandlot Baseball,"613 CALA LILLY LN, WAKE FOREST, NC 27587-2785",Recreation and Sports,"Baseball, Softball","613 Cala Lilly Ln, Wake Forest, North Carolina, 27587",Wake County,35.9719182700674,-78.5048322783773
85-4307612,Moms Agency,"331 S FRANKLIN ST APT 6, WAKE FOREST, NC 27587-2659",Human Services,Alliance/Advocacy,"331 S Franklin St, Apt 6, Wake Forest, North Carolina, 27587",Wake County,35.9728826236368,-78.5068093690926
85-4329330,Embraced International,"2801 AUSTIN FLS STA, APEX, NC 27502-7078",Human Services,Family Services,"27502, Apex, North Carolina",Wake County,35.726365,-78.851825
85-4353200,Classic Caring Hearts,"1405 KINGS CRST LN, RALEIGH, NC 27614-8056",Human Services,Human Service Organizations,"1405 Kings Crest Ln, Raleigh, North Carolina, 27614",Wake County,35.9176338110103,-78.5898140605055
85-4356655,Quest Family Foundation,"10526 ARNOLD PALMER DR, RALEIGH, NC 27617-7775",Human Services,"Ethnic, Immigrant Centers","10526 Arnold Palmer Dr, Raleigh, North Carolina, 27617",Wake County,35.9048296322351,-78.7951270712969
85-4356882,Gods Love Center I,"2111 SNAP TURTLE DR, CARY, NC 27519-7484",Human Services,Emergency Assistance,"2111 Snap Turtle Dr, Cary, North Carolina, 27519",Wake County,35.8270415149167,-78.8828715
85-4368653,Institute For The Promotion Of Human Understanding,"2807 CORBETT GRV DR, RALEIGH, NC 27616-5594","Arts, Culture and Humanities","Arts, Culture, and Humanities N.E.C.","2807 Corbett Grove Dr, Raleigh, North Carolina, 27616",Wake County,35.897278546223,-78.5108450230251
85-4372189,The Music Industry Center,"2340 DECLARATION DR, RALEIGH, NC 27615-5638",UNDEFINED,UNDEFINED,"2340 Declaration Dr, Raleigh, North Carolina, 27615",Wake County,35.8808384820822,-78.5952405
85-6586606,Independent Care Health Benefit,"110 DONMOOR CT, GARNER, NC 27529-2500",Mutual and Membership Benefit,Voluntary Employees Beneficiary Associations (Non-Government),"110 Donmoor Ct, Garner, North Carolina, 27529",Wake County,35.7246333913382,-78.6429502736168
86-1052539,Carolina Bikers Charities,"3412 E GARNER RD, CLAYTON, NC 27520-9307",Human Services,Human Service Organizations,"3412 E Garner Rd, Clayton, North Carolina, 27520",Wake County,35.6769837319232,-78.5074741455653
86-1083204,Veterinary Business Management Association,"1060 WILLIAM MOORE DR, RALEIGH, NC 27607-4065",Education,"Graduate, Professional Schools (Separate Entities)","1060 William Moore Dr, Raleigh, North Carolina, 27607",Wake County,35.79894,-78.699879
86-1085341,Mabopane Foundation,"3913 US HWY 64W, APEX, NC 27523-8454",Human Services,Emergency Assistance,"3913 US Highway 64 W, Apex, North Carolina, 27523",Wake County,35.7416997793022,-78.9430225547166
86-1117475,Saint Gregorios Malankara Orthodox Syrian Church,"229 BASHFORD RD, RALEIGH, NC 27606-1106",Religion-Related,Roman Catholic,"229 Bashford Rd, Raleigh, North Carolina, 27606",Wake County,35.7838762222721,-78.7401416143501
86-1133818,Grace And Mercy Holliness Church,"6532 HODGE RD, WENDELL, NC 27591-9114",Religion-Related,Christianity,"6532 Hodge Rd, Wendell, North Carolina, 27591",Wake County,35.8673722195166,-78.4147141995499
86-1152939,Genealogical Speakers Guild,"102 BRIMMER CT, CARY, NC 27518-8603",Human Services,Human Service Organizations,"102 Brimmer Ct, Cary, North Carolina, 27518",Wake County,35.7172283899819,-78.8105372586705
86-1216328,Leaders Impacting Today And Tomorrow,"4404 MAJOR LORING WAY, RALEIGH, NC 27616-0724",Education,Educational Services and Schools - Other,"4404 Major Loring Way, Raleigh, North Carolina, 27616",Wake County,35.8363347901783,-78.5607499083907
86-1260117,Jasmines Smart House,"9901 SWEET BASIL DR, WAKE FOREST, NC 27587-4127",Human Services,Personal Social Services,"9901 Sweet Basil Dr, Wake Forest, North Carolina, 27587",Wake County,35.9142863047493,-78.54639847282
86-1276889,Prayer In A Bag Outreach Ministry,"125 JORDAN LN, WAKE FOREST, NC 27587-7140",Religion-Related,Christianity,"125 Jordan Ln, Wake Forest, North Carolina, 27587",Wake County,36.0030487352414,-78.4950629751859
86-1318414,Sanctuary Of The Divine Heart,"402 OAKRIDGE RD, CARY, NC 27511-4544",Religion-Related,Religion Related N.E.C.,"402 Oakridge Rd, Cary, North Carolina, 27511",Wake County,35.7656261190491,-78.7742975841075
86-1323655,Restem Initiative,"1356 MAGNOLIA BND LOOP, CARY, NC 27519-0120",Youth Development,Youth Development Programs,"1356 Magnolia Bend Loop, Cary, North Carolina, 27519",Wake County,35.786707354983,-78.9010942614691
86-1324129,Pack United,"BOX 7104, RALEIGH, NC 27695-7104",Education,"Student Services, Organizations of Students","27695-7104, Raleigh, North Carolina",Wake County,35.785476,-78.642702
86-1335413,Hugs Foundation,"105 HEDGEWOOD CT, CARY, NC 27519-9728",Mental Health and Crisis Intervention,Mental Health Association,"105 Hedgewood Ct, Cary, North Carolina, 27519",Wake County,35.8195534463038,-78.9071799538056
86-1378184,American Dream Smiles,"8304 CREEDMOOR RD STE 1, RALEIGH, NC 27613-1699",Health Care,"Ambulatory Health Center, Community Clinic","8304 Creedmoor Rd, Ste 1, Raleigh, North Carolina, 27613",Wake County,35.9001986641756,-78.6808351839407
86-1404168,Project Open Skies,"101 JAVELIN CT, CARY, NC 27513-5110",Education,Education N.E.C.,"101 Javelin Ct, Cary, North Carolina, 27513",Wake County,35.7702763497315,-78.8172946461136
86-1405392,Grace Resource Ministries,"1 FLORETTA PL, RALEIGH, NC 27676-9803",Health Care,"Health, General and Financing","1 Floretta Pl, Raleigh, North Carolina, 27676",Wake County,35.907471,-78.7494894986714
86-1414228,Parker Scholarship,"408 KINGSWOOD DR, CARY, NC 27513-4063",Education,"Scholarships, Student Financial Aid Services, Awards","408 Kingswood Dr, Cary, North Carolina, 27513",Wake County,35.7962286411506,-78.7766491403138
86-1432567,The Raleigh Interdenominational Ministerial Alliance,"3409 LA COSTA WAY, RALEIGH, NC 27610-8273",UNDEFINED,UNDEFINED,"3409 La Costa Way, Raleigh, North Carolina, 27610",Wake County,35.7246726153555,-78.5258917059552
86-1442067,Carolina Teachers Alliance,"3434 KILDAIRE FARM RD STE135 PMB596, CARY, NC 27518-2278",Education,Educational Services and Schools - Other,"3434 Kildaire Farm Rd, Ste 135, Cary, North Carolina, 27518",Wake County,35.7055892939579,-78.7944196634535
86-1452047,Teach Her Success,"6301 BANNOCK CT, RALEIGH, NC 27603-7844",Human Services,"Children's, Youth Services","6301 Bannock Ct, Raleigh, North Carolina, 27603",Wake County,35.6049156952508,-78.6501863038839
86-1453771,Sanora Cares,"8311 BRIER CRK PKWY STE 105-247, RALEIGH, NC 27617-7328",Housing and Shelter,Low-Income & Subsidized Rental Housing,"8311 Brier Creek Pkwy, #105-247, Raleigh, North Carolina, 27617",Wake County,35.907327,-78.783075
86-1460860,Tu Renaser,"11409 N RADNER WAY, RALEIGH, NC 27613-5537",Human Services,"Ethnic, Immigrant Centers","11409 N Radner Way, Raleigh, North Carolina, 27613",Wake County,35.9276088187719,-78.7437514557102
86-1579792,Crossings Addiction Recovery,"9255 FAWN LK DR, RALEIGH, NC 27617-7444",Mental Health and Crisis Intervention,"Alcohol, Drug and Substance Abuse, Dependency Prevention and Treatment","9255 Fawn Lake Dr, Raleigh, North Carolina, 27617",Wake County,35.9040311781697,-78.7974850520514
86-1608786,Pilgrims Reach,"4208 BAY LAUREL CT, WAKE FOREST, NC 27587-8197",Mental Health and Crisis Intervention,"Alcohol, Drug and Substance Abuse, Dependency Prevention and Treatment","4208 Bay Laurel Ct, Wake Forest, North Carolina, 27587",Wake County,35.8946274981823,-78.4992705604482
86-1632044,Club Beach Volleyball At Nc State,"2610 CATES AVE CAMPUS BOX 7295, RALEIGH, NC 27695-0001",Education,"Student Services, Organizations of Students","2610 Cates Ave, Raleigh, North Carolina, 27607",Wake County,35.7831785769633,-78.6708193306773
86-1649121,I Am Worth It Fou,"224 VIRGINIA WATER DR, ROLESVILLE, NC 27571-9240",Education,"Scholarships, Student Financial Aid Services, Awards","224 Virginia Water Dr, Rolesville, North Carolina, 27571",Wake County,35.9076447887647,-78.4718046453055
86-1658844,Ladies Of New Era,"517 CARISSA LN, ZEBULON, NC 27597-6532",Recreation and Sports,Football,"517 Carissa Ln, Zebulon, North Carolina, 27597",Wake County,35.8641581298692,-78.3299810378845
86-1691222,North Carolina Purple Martin Society,"6428 CROSS RDG DR, HOLLY SPRINGS, NC 27540-7808",Animal-Related,"Wildlife Preservation, Protection","6428 Cross Ridge Dr, Holly Springs, North Carolina, 27540",Wake County,35.6080581429109,-78.8577534009175
86-1716435,Together Church,"332 PRICE LK WAY, FUQUAY VARINA, NC 27526-0120",Religion-Related,Christianity,"332 Price Lake Way, Fuquay Varina, North Carolina, 27526",Wake County,35.5787650263719,-78.744816165445
86-1729035,A Childs Prayer,"7041 LEANDO DR, WILLOW SPRING, NC 27592-8275",Youth Development,Youth Development N.E.C.,"7041 Leando Dr, Willow Spring, North Carolina, 27592",Wake County,35.589186,-78.709572
86-1739123,Vontier Foundation,"5438 WAKE PARK BLVD STE 600, RALEIGH, NC 27607-0000","Philanthropy, Voluntarism and Grantmaking Foundations","Philanthropy, Voluntarism, and Grantmaking Foundations N.E.C.","5438 Wade Park Blvd, Raleigh, North Carolina, 27607",Wake County,35.807332578538,-78.7292928368349
86-1768003,Women Offering A Helping Hand,"4025 GRN JACKET TRL, RALEIGH, NC 27610-6577",Human Services,Human Service Organizations,"4025 Green Jacket Trl, Raleigh, North Carolina, 27610",Wake County,35.7600913991285,-78.5690130858965
